time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
2022-09-12T09:38:00Z,16,8.717963595472611e-8,9.867441974620306e-8,1.1494783791476948e-8,false,0.05-0.4nm
2022-09-12T09:38:00Z,16,0.0000026775421702041058,0.0000027100779789179796,3.253563463090359e-8,false,0.1-0.8nm
2022-09-12T09:39:00Z,16,8.177178045798428e-8,9.288453384215245e-8,1.1112752495989753e-8,false,0.05-0.4nm
2022-09-12T09:39:00Z,16,0.000002590031726867892,0.0000026233083190163597,3.3276542410476395e-8,false,0.1-0.8nm
2022-09-12T09:40:00Z,16,7.59730411914461e-8,8.675729645801766e-8,1.0784259707463661e-8,false,0.05-0.4nm
2022-09-12T09:40:00Z,16,0.0000025226595425920095,0.0000025565984742570436,3.393909864257694e-8,false,0.1-0.8nm
2022-09-12T09:41:00Z,16,7.275197333456163e-8,8.337833179439258e-8,1.0626355795295694e-8,false,0.05-0.4nm
2022-09-12T09:41:00Z,16,0.0000024735961687838426,0.000002508675152057549,3.507906853883469e-8,false,0.1-0.8nm
2022-09-12T09:42:00Z,16,7.26500530845442e-8,8.281707408741568e-8,1.01670174501578e-8,false,0.05-0.4nm
2022-09-12T09:42:00Z,16,0.0000024297760319313966,0.000002463712689859676,3.3936739640694213e-8,false,0.1-0.8nm
2022-09-12T09:43:00Z,16,6.983638201063513e-8,8.01655772875165e-8,1.0329197941416624e-8,false,0.05-0.4nm
2022-09-12T09:43:00Z,16,0.0000023853724542277632,0.000002418496706013684,3.312423046963886e-8,false,0.1-0.8nm
2022-09-12T09:44:00Z,16,6.656573248164932e-8,7.756027287086908e-8,1.0994545718290283e-8,false,0.05-0.4nm
2022-09-12T09:44:00Z,16,0.0000023507329842686886,0.0000023849236185924383,3.4190716036164304e-8,false,0.1-0.8nm
2022-09-12T09:45:00Z,16,6.45397193466124e-8,7.522442047047662e-8,1.0684699347507376e-8,false,0.05-0.4nm
2022-09-12T09:45:00Z,16,0.000002317198550372268,0.0000023513875930802897,3.4189117315008843e-8,false,0.1-0.8nm
2022-09-12T09:46:00Z,16,6.149626585738588e-8,7.253046874211577e-8,1.1034203772908313e-8,false,0.05-0.4nm
2022-09-12T09:46:00Z,16,0.0000022914691726327874,0.0000023262236936716363,3.475444643186165e-8,false,0.1-0.8nm
2022-09-12T09:47:00Z,16,5.898699484419012e-8,7.046558891943278e-8,1.1478589634350556e-8,false,0.05-0.4nm
2022-09-12T09:47:00Z,16,0.0000022687031560053583,0.0000023052441520121647,3.654097469052431e-8,false,0.1-0.8nm
2022-09-12T09:48:00Z,16,5.713052075861924e-8,6.849362677030513e-8,1.1363103347150627e-8,false,0.05-0.4nm
2022-09-12T09:48:00Z,16,0.0000022466713289759355,0.0000022835363324702485,3.686502125788138e-8,false,0.1-0.8nm
2022-09-12T09:49:00Z,16,5.38092983504157e-8,6.592674139938026e-8,1.2117440384429301e-8,false,0.05-0.4nm
2022-09-12T09:49:00Z,16,0.000002218614099547267,0.0000022561130208487157,3.7498985250294936e-8,false,0.1-0.8nm
2022-09-12T09:50:00Z,16,5.357772536740413e-8,6.567744037511147e-8,1.2099712343172087e-8,false,0.05-0.4nm
2022-09-12T09:50:00Z,16,0.0000021944367745163618,0.0000022321728465612978,3.7735990332521396e-8,false,0.1-0.8nm
2022-09-12T09:51:00Z,16,5.152381632456127e-8,6.307566025043343e-8,1.1551841261336904e-8,false,0.05-0.4nm
2022-09-12T09:51:00Z,16,0.0000021724129055655794,0.0000022102931325207464,3.788031222029531e-8,false,0.1-0.8nm
2022-09-12T09:52:00Z,16,4.955558452479636e-8,6.11014314699787e-8,1.1545850497896026e-8,false,0.05-0.4nm
2022-09-12T09:52:00Z,16,0.000002148086196029908,0.0000021868936528335325,3.880753851603913e-8,false,0.1-0.8nm
2022-09-12T09:53:00Z,16,4.8773699745652266e-8,5.980894712820373e-8,1.103525093526514e-8,false,0.05-0.4nm
2022-09-12T09:53:00Z,16,0.0000021391547306848224,0.0000021778507743874798,3.869602593908894e-8,false,0.1-0.8nm
2022-09-12T09:54:00Z,16,4.749094628664352e-8,5.804543334875234e-8,1.0554489726644078e-8,false,0.05-0.4nm
2022-09-12T09:54:00Z,16,0.0000021163837118365336,0.000002155303945983178,3.892020217222125e-8,false,0.1-0.8nm
2022-09-12T09:55:00Z,16,4.640477868633752e-8,5.710161232741484e-8,1.0696834529255739e-8,false,0.05-0.4nm
2022-09-12T09:55:00Z,16,0.0000021025862224632874,0.0000021420983102871105,3.951216243081035e-8,false,0.1-0.8nm
2022-09-12T09:56:00Z,16,4.627677085977666e-8,5.745398823364667e-8,1.1177216485691588e-8,false,0.05-0.4nm
2022-09-12T09:56:00Z,16,0.000002103286760757328,0.0000021446392111101886,4.1352592461407767e-8,false,0.1-0.8nm
2022-09-12T09:57:00Z,16,4.763384708894591e-8,5.889245713319724e-8,1.1258612708786586e-8,false,0.05-0.4nm
2022-09-12T09:57:00Z,16,0.0000021117343749210704,0.0000021532798655243823,4.154567179170954e-8,false,0.1-0.8nm
2022-09-12T09:58:00Z,16,5.371514433250013e-8,6.528036777808666e-8,1.1565223445586525e-8,false,0.05-0.4nm
2022-09-12T09:58:00Z,16,0.000002173839902752661,0.0000022152819383336464,4.144215637325033e-8,false,0.1-0.8nm
2022-09-12T09:59:00Z,16,5.67870124257297e-8,6.86093315493963e-8,1.1822318235488183e-8,false,0.05-0.4nm
2022-09-12T09:59:00Z,16,0.000002250077386634075,0.0000022907668153493432,4.068925107958421e-8,false,0.1-0.8nm
2022-09-12T10:00:00Z,16,6.308552258360578e-8,7.476726437971593e-8,1.1681738243396467e-8,false,0.05-0.4nm
2022-09-12T10:00:00Z,16,0.000002316374093425111,0.0000023560460249427706,3.9671931517659687e-8,false,0.1-0.8nm
2022-09-12T10:01:00Z,16,6.709544209115847e-8,7.982182381738312e-8,1.2726380838046225e-8,false,0.05-0.4nm
2022-09-12T10:01:00Z,16,0.0000024002872578421375,0.000002440768184897024,4.048106916343386e-8,false,0.1-0.8nm
2022-09-12T10:02:00Z,16,6.631163529391415e-8,7.919736333406036e-8,1.2885726263789365e-8,false,0.05-0.4nm
2022-09-12T10:02:00Z,16,0.0000023952759420353686,0.000002435808482914581,4.053254087921232e-8,false,0.1-0.8nm
2022-09-12T10:03:00Z,16,6.34449222047806e-8,7.65248984180289e-8,1.307997710142672e-8,false,0.05-0.4nm
2022-09-12T10:03:00Z,16,0.000002383670334893395,0.0000024249877697002375,4.131763731152205e-8,false,0.1-0.8nm
2022-09-12T10:04:00Z,16,6.592750878553488e-8,7.883021879706575e-8,1.290271178788771e-8,false,0.05-0.4nm
2022-09-12T10:04:00Z,16,0.0000023960838007042184,0.000002437261855448014,4.11780476383683e-8,false,0.1-0.8nm
2022-09-12T10:05:00Z,16,6.620935266710148e-8,7.84754519145281e-8,1.2266102800140288e-8,false,0.05-0.4nm
2022-09-12T10:05:00Z,16,0.0000024041742108238395,0.0000024453986497974256,4.122439634102193e-8,false,0.1-0.8nm
2022-09-12T10:06:00Z,16,6.961589349430142e-8,8.214878732815123e-8,1.253289916292033e-8,false,0.05-0.4nm
2022-09-12T10:06:00Z,16,0.000002431599341434776,0.0000024736575596762123,4.205829640113734e-8,false,0.1-0.8nm
2022-09-12T10:07:00Z,16,8.420809649578587e-8,9.626917574223626e-8,1.2061074805558292e-8,false,0.05-0.4nm
2022-09-12T10:07:00Z,16,0.000002518378323657089,0.000002559913582445006,4.153545063445563e-8,false,0.1-0.8nm
2022-09-12T10:08:00Z,16,1.2456951026251772e-7,1.3664129028256866e-7,1.2071788013656715e-8,false,0.05-0.4nm
2022-09-12T10:08:00Z,16,0.0000027916926228499506,0.0000028333136015135096,4.1620999979841145e-8,false,0.1-0.8nm
2022-09-12T10:09:00Z,16,1.4232708167583041e-7,1.5455877644399152e-7,1.2231702761766883e-8,false,0.05-0.4nm
2022-09-12T10:09:00Z,16,0.000003024216994162998,0.000003065753162445617,4.153609722834517e-8,false,0.1-0.8nm
2022-09-12T10:10:00Z,16,1.2944470029196964e-7,1.4154457517179253e-7,1.2099873991644472e-8,false,0.05-0.4nm
2022-09-12T10:10:00Z,16,0.0000029905716019129613,0.0000030318653898575576,4.1293979791134916e-8,false,0.1-0.8nm
2022-09-12T10:11:00Z,16,1.3630766204641986e-7,1.4895647382218158e-7,1.2648809111226456e-8,false,0.05-0.4nm
2022-09-12T10:11:00Z,16,0.000003029211484317784,0.000003070852926612133,4.164139610907114e-8,false,0.1-0.8nm
2022-09-12T10:12:00Z,16,1.4623979893713113e-7,1.5942704578719713e-7,1.3187249514601262e-8,false,0.05-0.4nm
2022-09-12T10:12:00Z,16,0.0000030384192086785333,0.00000308016456074256,4.174533074774445e-8,false,0.1-0.8nm
2022-09-12T10:13:00Z,16,1.6029690641516936e-7,1.7420573783510918e-7,1.3908827867226137e-8,false,0.05-0.4nm
2022-09-12T10:13:00Z,16,0.00000311812596009986,0.000003161153927067062,4.302791367649661e-8,false,0.1-0.8nm
2022-09-12T10:14:00Z,16,1.860418450405632e-7,2.0050477189670346e-7,1.4462923303426578e-8,false,0.05-0.4nm
2022-09-12T10:14:00Z,16,0.000003246020469305222,0.000003289761707492289,4.3741273714204e-8,false,0.1-0.8nm
2022-09-12T10:15:00Z,16,2.1331153732262464e-7,2.2802259991294704e-7,1.471105992578714e-8,false,0.05-0.4nm
2022-09-12T10:15:00Z,16,0.000003408158818274387,0.000003453645149420481,4.5486249433679404e-8,false,0.1-0.8nm
2022-09-12T10:16:00Z,16,2.2840724511752342e-7,2.425206844236527e-7,1.4113431312523517e-8,false,0.05-0.4nm
2022-09-12T10:16:00Z,16,0.000003527179615048226,0.0000035728744478547014,4.5694992678591007e-8,false,0.1-0.8nm
2022-09-12T10:17:00Z,16,2.2416654132939584e-7,2.377642118744916e-7,1.3597666104203654e-8,false,0.05-0.4nm
2022-09-12T10:17:00Z,16,0.000003584090336516965,0.0000036301678392192116,4.60775062549601e-8,false,0.1-0.8nm
2022-09-12T10:18:00Z,16,2.1558915364039422e-7,2.2888774253715383e-7,1.3298582679510673e-8,false,0.05-0.4nm
2022-09-12T10:18:00Z,16,0.0000035949165066995192,0.0000036419316984392935,4.701518818706063e-8,false,0.1-0.8nm
2022-09-12T10:19:00Z,16,1.9810734386283002e-7,2.1082441037378885e-7,1.2717070951850928e-8,false,0.05-0.4nm
2022-09-12T10:19:00Z,16,0.0000035367143027542625,0.000003581409828257165,4.469553616104349e-8,false,0.1-0.8nm
2022-09-12T10:20:00Z,16,1.7549226072333113e-7,1.876899062835946e-7,1.2197635790300865e-8,false,0.05-0.4nm
2022-09-12T10:20:00Z,16,0.0000034307392979826545,0.0000034744932690955466,4.375393913846892e-8,false,0.1-0.8nm
2022-09-12T10:21:00Z,16,1.5602374503487226e-7,1.677191647786458e-7,1.169541441470301e-8,false,0.05-0.4nm
2022-09-12T10:21:00Z,16,0.0000032904026738833636,0.0000033345593237754656,4.415651133626852e-8,false,0.1-0.8nm
2022-09-12T10:22:00Z,16,1.3482073768500413e-7,1.4706850492984813e-7,1.2247773462092937e-8,false,0.05-0.4nm
2022-09-12T10:22:00Z,16,0.0000031404288165504113,0.000003183395619998919,4.296684252835803e-8,false,0.1-0.8nm
2022-09-12T10:23:00Z,16,1.1939641808567103e-7,1.328185561533246e-7,1.3422142508545676e-8,false,0.05-0.4nm
2022-09-12T10:23:00Z,16,0.0000029948778319521807,0.0000030378048450074857,4.292705568786914e-8,false,0.1-0.8nm
2022-09-12T10:24:00Z,16,1.0449362264353113e-7,1.1881677863812001e-7,1.4323158659124147e-8,false,0.05-0.4nm
2022-09-12T10:24:00Z,16,0.0000028698898404400097,0.0000029135292152204784,4.3639488467306364e-8,false,0.1-0.8nm
2022-09-12T10:25:00Z,16,9.709406612046223e-8,1.1151074374993186e-7,1.4416674964934373e-8,false,0.05-0.4nm
2022-09-12T10:25:00Z,16,0.000002766299758150126,0.0000028094600565964356,4.31603908168654e-8,false,0.1-0.8nm
2022-09-12T10:26:00Z,16,9.00713459373037e-8,1.0381243242818528e-7,1.3741083826346312e-8,false,0.05-0.4nm
2022-09-12T10:26:00Z,16,0.0000026781929136632243,0.0000027212036002310924,4.3010899730688834e-8,false,0.1-0.8nm
2022-09-12T10:27:00Z,16,8.537838880329218e-8,1.0039668296712989e-7,1.5018295940194548e-8,false,0.05-0.4nm
2022-09-12T10:27:00Z,16,0.000002640886577864876,0.000002685268327695667,4.438170364551297e-8,false,0.1-0.8nm
2022-09-12T10:28:00Z,16,8.936172690710009e-8,1.0576057007938289e-7,1.6398846724996474e-8,false,0.05-0.4nm
2022-09-12T10:28:00Z,16,0.0000026633629204297904,0.000002709695991143235,4.633314532043187e-8,false,0.1-0.8nm
2022-09-12T10:29:00Z,16,9.042254589530785e-8,1.0564126995404877e-7,1.521872228238408e-8,false,0.05-0.4nm
2022-09-12T10:29:00Z,16,0.0000026778163828566903,0.000002722764975260361,4.494874517035896e-8,false,0.1-0.8nm
2022-09-12T10:30:00Z,16,9.553111368632017e-8,1.1053968052010532e-7,1.5008565057428314e-8,false,0.05-0.4nm
2022-09-12T10:30:00Z,16,0.0000026956743113260018,0.000002740646777965594,4.497256611557532e-8,false,0.1-0.8nm
2022-09-12T10:31:00Z,16,9.426989322491863e-8,1.0902071068130681e-7,1.4750817456388177e-8,false,0.05-0.4nm
2022-09-12T10:31:00Z,16,0.0000026686109322326956,0.0000027146772936248453,4.606642178828224e-8,false,0.1-0.8nm
2022-09-12T10:32:00Z,16,8.665131190355169e-8,1.0208668754785322e-7,1.543537564430153e-8,false,0.05-0.4nm
2022-09-12T10:32:00Z,16,0.000002618468897708226,0.0000026658806291379733,4.741162129562326e-8,false,0.1-0.8nm
2022-09-12T10:33:00Z,16,9.253685817611768e-8,1.0709171505141057e-7,1.455485421075764e-8,false,0.05-0.4nm
2022-09-12T10:33:00Z,16,0.0000026422908376844134,0.0000026878260541707277,4.553519872274592e-8,false,0.1-0.8nm
2022-09-12T10:34:00Z,16,1.0509013748105644e-7,1.1956423406900285e-7,1.4474088594340628e-8,false,0.05-0.4nm
2022-09-12T10:34:00Z,16,0.0000027385642624722095,0.000002784544903988717,4.598062730565289e-8,false,0.1-0.8nm
2022-09-12T10:35:00Z,16,1.245069540800614e-7,1.3853704672328604e-7,1.4030081096905178e-8,false,0.05-0.4nm
2022-09-12T10:35:00Z,16,0.0000028751421723427484,0.000002920690803875914,4.554851784632774e-8,false,0.1-0.8nm
2022-09-12T10:36:00Z,16,1.477871620636506e-7,1.6228084120939457e-7,1.4493671152138177e-8,false,0.05-0.4nm
2022-09-12T10:36:00Z,16,0.000003025035084647243,0.0000030707853966305265,4.575031553599729e-8,false,0.1-0.8nm
2022-09-12T10:37:00Z,16,1.655293999647256e-7,1.80481919187514e-7,1.4952519222788396e-8,false,0.05-0.4nm
2022-09-12T10:37:00Z,16,0.0000031954723453964107,0.000003241345211790758,4.5872884157915905e-8,false,0.1-0.8nm
2022-09-12T10:38:00Z,16,1.8165792425861582e-7,1.970513778815075e-7,1.5393460728319042e-8,false,0.05-0.4nm
2022-09-12T10:38:00Z,16,0.0000033688922940200428,0.000003415367245906964,4.6474966097775905e-8,false,0.1-0.8nm
2022-09-12T10:39:00Z,16,1.9122897754186852e-7,2.0704165137885866e-7,1.5812670284276464e-8,false,0.05-0.4nm
2022-09-12T10:39:00Z,16,0.000003510523811200983,0.0000035578018469095696,4.7278099657432904e-8,false,0.1-0.8nm
2022-09-12T10:40:00Z,16,1.815575103591982e-7,1.9804193129857595e-7,1.6484420939377742e-8,false,0.05-0.4nm
2022-09-12T10:40:00Z,16,0.000003512708644848317,0.000003560782488420955,4.807387554706111e-8,false,0.1-0.8nm
2022-09-12T10:41:00Z,16,1.7340084923489485e-7,1.8983459426635818e-7,1.643374858417701e-8,false,0.05-0.4nm
2022-09-12T10:41:00Z,16,0.0000034706831684161443,0.000003518991206874489,4.830796385135727e-8,false,0.1-0.8nm
2022-09-12T10:42:00Z,16,1.6894753684937314e-7,1.8593942741063074e-7,1.6991897666684963e-8,false,0.05-0.4nm
2022-09-12T10:42:00Z,16,0.0000034544239042588742,0.000003502703293634113,4.827947108765329e-8,false,0.1-0.8nm
2022-09-12T10:43:00Z,16,1.6592522911196284e-7,1.81829264533917e-7,1.590402831652682e-8,false,0.05-0.4nm
2022-09-12T10:43:00Z,16,0.000003429936214160989,0.0000034774707273754757,4.753436044779846e-8,false,0.1-0.8nm
2022-09-12T10:44:00Z,16,1.616182032648794e-7,1.7693078291358688e-7,1.531257431963695e-8,false,0.05-0.4nm
2022-09-12T10:44:00Z,16,0.000003401579078854411,0.000003449054247539607,4.7475264608465295e-8,false,0.1-0.8nm
2022-09-12T10:45:00Z,16,1.6075688336059102e-7,1.7578757649516774e-7,1.5030693134576723e-8,false,0.05-0.4nm
2022-09-12T10:45:00Z,16,0.000003381590886419872,0.000003429101525398437,4.75107242436934e-8,false,0.1-0.8nm
2022-09-12T10:46:00Z,16,1.5868288016918086e-7,1.7383391082148592e-7,1.5151025323234535e-8,false,0.05-0.4nm
2022-09-12T10:46:00Z,16,0.0000033612352581258165,0.000003409067176107783,4.783188600754329e-8,false,0.1-0.8nm
2022-09-12T10:47:00Z,16,1.5576209477785596e-7,1.7168500221487193e-7,1.5922907437015965e-8,false,0.05-0.4nm
2022-09-12T10:47:00Z,16,0.000003349184908074676,0.0000033977646580751752,4.857989210904634e-8,false,0.1-0.8nm
2022-09-12T10:48:00Z,16,1.5507123407587642e-7,1.7128810725353105e-7,1.6216873177654634e-8,false,0.05-0.4nm
2022-09-12T10:48:00Z,16,0.000003348275413372903,0.0000033975006772379857,4.9225231890659416e-8,false,0.1-0.8nm
2022-09-12T10:49:00Z,16,1.6091296117792808e-7,1.7809335872698284e-7,1.7180392219984242e-8,false,0.05-0.4nm
2022-09-12T10:49:00Z,16,0.0000033955539038288407,0.000003445493121034815,4.9939274049393134e-8,false,0.1-0.8nm
2022-09-12T10:50:00Z,16,1.653654493338763e-7,1.8310083760297857e-7,1.773538649274542e-8,false,0.05-0.4nm
2022-09-12T10:50:00Z,16,0.0000034186348329967586,0.000003468761406111298,5.012647719127017e-8,false,0.1-0.8nm
2022-09-12T10:51:00Z,16,1.6513617140390124e-7,1.8271482815634954e-7,1.7578658528805136e-8,false,0.05-0.4nm
2022-09-12T10:51:00Z,16,0.000003426448984100716,0.0000034762447285174858,4.979557033379933e-8,false,0.1-0.8nm
2022-09-12T10:52:00Z,16,1.5696321042923955e-7,1.742003377103174e-7,1.7237136162862043e-8,false,0.05-0.4nm
2022-09-12T10:52:00Z,16,0.000003394729674255359,0.0000034441516163497,4.9422077097460715e-8,false,0.1-0.8nm
2022-09-12T10:53:00Z,16,1.4964817296458932e-7,1.6624834131562238e-7,1.66001701273899e-8,false,0.05-0.4nm
2022-09-12T10:53:00Z,16,0.000003338453097967431,0.000003387529432075098,4.907623107897052e-8,false,0.1-0.8nm
2022-09-12T10:54:00Z,16,1.3928357134318503e-7,1.558439208793061e-7,1.6560353088834745e-8,false,0.05-0.4nm
2022-09-12T10:54:00Z,16,0.0000032691852993593784,0.000003318865537949023,4.968012490280671e-8,false,0.1-0.8nm
2022-09-12T10:55:00Z,16,1.310320527636577e-7,1.4704457385050773e-7,1.6012531744991065e-8,false,0.05-0.4nm
2022-09-12T10:55:00Z,16,0.0000031979695904738037,0.0000032468321933265543,4.88625140349086e-8,false,0.1-0.8nm
2022-09-12T10:56:00Z,16,1.2539067029138096e-7,1.413232837421674e-7,1.5932615227143287e-8,false,0.05-0.4nm
2022-09-12T10:56:00Z,16,0.000003132425945295836,0.000003180989324391703,4.856350699355971e-8,false,0.1-0.8nm
2022-09-12T10:57:00Z,16,1.1800602095490831e-7,1.3389812636432907e-7,1.5892105409420765e-8,false,0.05-0.4nm
2022-09-12T10:57:00Z,16,0.0000030697137844981626,0.000003118190988971037,4.847706591704082e-8,false,0.1-0.8nm
2022-09-12T10:58:00Z,16,1.1084172513164958e-7,1.2739850774323713e-7,1.655678083523071e-8,false,0.05-0.4nm
2022-09-12T10:58:00Z,16,0.0000030001790491951397,0.000003049507768082549,4.932885033781531e-8,false,0.1-0.8nm
2022-09-12T10:59:00Z,16,1.0669593564216484e-7,1.2379956615404808e-7,1.710362518281272e-8,false,0.05-0.4nm
2022-09-12T10:59:00Z,16,0.0000029427706067508552,0.00000299284852189885,5.0077797908443245e-8,false,0.1-0.8nm
2022-09-12T11:00:00Z,16,9.771831344096427e-8,1.1554269718772048e-7,1.782438374675621e-8,false,0.05-0.4nm
2022-09-12T11:00:00Z,16,0.000002874234041883028,0.000002924862428699271,5.062844010694789e-8,false,0.1-0.8nm
2022-09-12T11:01:00Z,16,9.18754636813901e-8,1.1012181744263216e-7,1.824635731395574e-8,false,0.05-0.4nm
2022-09-12T11:01:00Z,16,0.000002799308276735246,0.000002850023520295508,5.071525066568938e-8,false,0.1-0.8nm
2022-09-12T11:02:00Z,16,8.705779208639797e-8,1.042904642645226e-7,1.7232666849054112e-8,false,0.05-0.4nm
2022-09-12T11:02:00Z,16,0.0000027250741823081626,0.000002774778067760053,4.9703984927873535e-8,false,0.1-0.8nm
2022-09-12T11:03:00Z,16,8.158940545399673e-8,9.86733397212447e-8,1.708393249089113e-8,false,0.05-0.4nm
2022-09-12T11:03:00Z,16,0.000002653951924003195,0.000002704210601223167,5.025854932227958e-8,false,0.1-0.8nm
2022-09-12T11:04:00Z,16,7.617281028160505e-8,9.384529420231047e-8,1.7672487473419096e-8,false,0.05-0.4nm
2022-09-12T11:04:00Z,16,0.0000025895128601405304,0.000002640740831338917,5.122801027823698e-8,false,0.1-0.8nm
2022-09-12T11:05:00Z,16,7.478681851580404e-8,9.265174583106273e-8,1.7864925538901844e-8,false,0.05-0.4nm
2022-09-12T11:05:00Z,16,0.000002541593630667194,0.000002593267254269449,5.167368044567411e-8,false,0.1-0.8nm
2022-09-12T11:06:00Z,16,7.048811312415637e-8,8.85434090491799e-8,1.805529592502353e-8,false,0.05-0.4nm
